Ethran,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dynah.tra@55; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dynah.tra@59,NP:BG1NPC
Ettercap,эттеркап,,BG1RUS-EET
Ettin,эттин,,sod_rus
Euric,Эврик,,BG1RUS-EET
Euryale,Эуриаль,,BG2EE-russian
Evald,Эвальд,,sod_rus
Evalt,Эвальт,,BG1RUS-EET
Evath,Эват,,iwd2_rus
Evayne,Эвайна,,iwd2_rus
Eveningstar,Вечерняя Звезда,,iwd2_rus
Everard,Эверард,,BG2EE-russian
Evereska,Эвереска,,BG1RUS-EET
Evereskan,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ict3.tra@237; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ict3.tra@244; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#imoen.tra@257; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xaint.tra@33; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xaint.tra@35; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@132; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@156; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@188; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xanlt.tra@164; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xqxan.tra@34,NP:BG1NPC
Everfull,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/bg1npc_tmp.tra@213,NP:BG1NPC
Everlight,Вечная Лампа,,BG1RUS-EET
Evermead,эвермитский мёд,,BG1RUS-EET
Evermeet,Эвермит,,BG1RUS-EET
Evermoors,Вечные Топи,,BG1RUS-EET
Everwatch,Вечный Дозор,,sod_rus
Ewenn,Ивенн,,BG2EE-russian
Exaltedly,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#eldoth.tra@93,NP:BG1NPC
Excitin,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#imint.tra@46,NP:BG1NPC
Extremis,Экстремис,,BG1RUS-EET
Exzesus,Экзесус,,BG1RUS-EET
Exzeus,Экзевс,,sod_rus
Faafirah,Фаафирах,,BG2EE-russian
Fadell,Фаделл,,BG2EE-russian
Fadoon,Фадун,,BG2EE-russian
Fael,Фаэль,,BG2EE-russian
Faenya,Фаэния,,BG2EE-russian
Faeries,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#crnpc.tra@286,NP:BG1NPC
Faerun,Фаэрун,,BG1RUS-EET
Faeyr,Файр,,BG2EE-russian
Fafhrd,Фафхрд,,BG1RUS-EET
Faheed,Фахид,,BG2EE-russian
Fahrington,Фахрингтон,,BG1RUS-EET
Fairfoot,Файрфут,,BG2EE-russian
Fairhand,Пряморукая,,BG2EE-russian
Fairwynd,Фэйрвинд,,iwd2_rus
Faithlessness,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@1631,NP:BG1NPC
Faizah,Файзах,,BG1RUS-EET
Falahar,Фалагар,,BG2EE-russian
Falchion,фальшион,,sod_rus
Faldorn,Фалдорн,,BG1RUS-EET
Falik,Фалик,,BG2EE-russian
Fallorain,Фаллорайн,,BG1RUS-EET
Faltis,Фалтис,,BG1RUS-EET
Famari,Фамари,,sod_rus
Familiar,приживала,,BG1RUS-EET
Fanegonorom,Фэйнгонором,,sod_rus
Fanged Seasons,Закалённые Клыки,,iwd2_rus
Faragrim,Фарагрим,,sod_rus
Faraji,Фараджи,,BG2EE-russian
Farcutter,Длинный Тесак,,BG2EE-russian
Fargl,Фаргл,,sod_rus
Fargrim,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@108; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@110; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@112; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@116,NP:BG1NPC
Farielle,Фариэль,,BG2EE-russian
Farluck,Фарлук,,BG1RUS-EET
Farold,Фарольд,,iwd2_rus
Farrahd,Фаррахд,,BG2EE-russian
Farrl,Фаррл,,sod_rus
Farseer,Дальнозор,,BG1RUS-EET
Farsight,предвидение,,BG1RUS-EET
Farthington,Пердингтон,,BG2EE-russian
Farthy,Перди,,BG2EE-russian
Fastpaws,Быстрые Лапы,,BG2EE-russian
Faugh,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#eldoth.tra@148,NP:BG1NPC
Faughley,Фогли,,sod_rus
Faur'n,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/bg1npc_tmp.tra@302; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/bg1npc_tmp.tra@500,NP:BG1NPC
Faurun,Фаэрун,,BG1RUS-EET
Fayanna,Фаянна,,BG2EE-russian
Fayatel,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#challenge.tra@90; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#challenge.tra@91; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#challenge.tra@92; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#challenge.tra@94,NP:BG1NPC
Fayr,Фейр,,iwd2_rus
Fearghus,Фергус,,BG2EE-russian
Feastin,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@108,NP:BG1NPC
Feelie,Фили,,BG1RUS-EET
Feer,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kivan.tra@48; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kivan.tra@49; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kivan.tra@60; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kivan.tra@61; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kivan.tra@69,NP:BG1NPC
Feerlattiys,Фиирлаттийс,,BG2EE-russian
Feldane,Фелдан,,BG1RUS-EET
Feldepost,Фельдепост,,BG1RUS-EET
Feldernath,Фелдернат,,BG1RUS-EET
Feldpost,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@1297,NP:BG1NPC
Feldrak,Фелдрак,,BG2EE-russian
Feldurkin,Фельдуркин,,sod_rus
Fellik,Феллик,,sod_rus
Felonius,Фелониус,,BG1RUS-EET
Fengla,Фенгла,,iwd2_rus
Fenheld,Фенхельд,,BG2EE-russian
Fennecia,Феннеция,,BG2EE-russian
Fenrus,Фенрус,,BG1RUS-EET
Fenster,Фенстер,,sod_rus
Fentan,Фентан,,BG2EE-russian
Fenten,Фентен,,BG1RUS-EET
Fenuku,Фенуку,,BG2EE-russian
Ferendale,Ферендал,,BG1RUS-EET
Ferg,Ферг,,BG2EE-russian
Fergit,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#eldoth.tra@190,NP:BG1NPC
Fernault,Фернальт,,BG2EE-russian
Ferric,Феррик,,BG2EE-russian
Ferrumach,Феррумах,,BG2EE-russian
Ferrusk,Ферруск,,sod_rus
Festhall,Фестхолл,,BG1RUS-EET
Festule,Фестул,,BG2EE-russian
Feveran,Феверон,,iwd2_rus
Feveron,Феверон,,BG2EE-russian
Feyr,фейр,,sod_rus
Fezhak,Фежак,,BG2EE-russian
Fflar,Флар,,BG2EE-russian
Fhutma,Футма,,iwd2_rus
Fibbert,Фибберт,,BG2EE-russian
Fiddich,Фиддич,,BG2EE-russian
Fiddlebender,Скрипкогиб,,iwd2_rus
Fiendslayer,Убийца демонов,,iwd2_rus
Fift,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kivan.tra@307,NP:BG1NPC
Figgered,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#montaron.tra@154,NP:BG1NPC
Filacturry,филактерия,,sod_rus
Filbert,Филберт,,BG2EE-russian
Fillis,Филлис,,BG2EE-russian
Finderlig,Финдерлиг,,BG2EE-russian
Finischuk,Финишук,,BG2EE-russian
Finkle,Финкл,,BG1RUS-EET
Fire'll,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kagain.tra@30,NP:BG1NPC
Firebead,Фаербид,,BG1RUS-EET
Fireblade,Файрблейд,,BG2EE-russian
Firecam,Фаеркам,,BG2EE-russian
Firehair,Огневласая,,BG1RUS-EET
Firehammer,Файрхаммер,,BG2EE-russian
Fireheart,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#corlt.tra@732; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#corlt.tra@885; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#corlt.tra@970,NP:BG1NPC
Firejaw,Огнехват,,BG2EE-russian
Fireseeds,Огненные семена,,BG2EE-russian
Firetooth,Огнезуб,,BG2EE-russian
Firewine,Фаервайн,,BG1RUS-EET
Firkraag,Фиркрааг,,BG2EE-russian
Firtha,Фирта,,iwd2_rus
Flamerule,Флеймрул,,BG1RUS-EET
Flamewalker,Огнеходец,,iwd2_rus
Flaming Fist,Пламенный Кулак,,BG1RUS-EET
Flaylan,Флейлан,,BG2EE-russian
Fleetknees,Быстроколенка,,BG2EE-russian
Fleezum,Флизум,,iwd2_rus
Fleshripper,Разрывающий плоть,,sod_rus
Flim,Флим,,iwd2_rus
Flind,флинд,,BG1RUS-EET
Flindkiller,Убийца Флиндов,,BG1RUS-EET
Flintborn,Флинтборн,,sod_rus
Flippy,Флиппи,,BG2EE-russian
Fll'Yissetat,Флл'Йиссетат,,BG2EE-russian
Floogar,Флугар,,sod_rus
Flozem,Флозем,,iwd2_rus
Flydian,Флидиан,,BG2EE-russian
Foebane,Истребитель Врагов,,BG2EE-russian
Foehammer,Сокрушитель Врагов,,BG1RUS-EET
Foekiller,Убийца Врагов,,BG2EE-russian
Folt,Фолт,,BG2EE-russian
Fomorian,Фоморский,,iwd2_rus
Foolio,Фулио,,BG1RUS-EET
Foolios,Фулио,,BG1RUS-EET
Forewarn,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaheira.tra@133,NP:BG1NPC
Forthel,Фортель,,BG1RUS-EET
Foulair,Фоулайр,,iwd2_rus
Fouleye,Фаулай,,sod_rus
Fovem,Фовем,,BG2EE-russian
Foxleigh,Фоксли,,sod_rus
Frair,Фрейр,,sod_rus
Frennedan,Френнедан,,BG2EE-russian
Frixis,Фриксис,,sod_rus
Frostbeard,Ледобрад,,IWDEE-russian
Frostblade,Морозный клинок,,iwd2_rus
Frostbrand,Печать холода,,iwd2_rus
Frostkiss,Ледяной Поцелуй,,iwd2_rus
Frostmaiden,Ледяная Дева,,iwd2_rus
Frostreaver,Снежный разбойник,,BG2EE-russian
Frostrose,Морозная роза,,iwd2_rus
Frosttouch,касание мороза,,iwd2_rus
Fucknut,Ипанат,,BG2EE-russian
Fuerlag,Фурлаг,,BG1RUS-EET
Fuernebol,Фурнебол,,BG1RUS-EET
Fuiruim,Фуйруим,,BG1RUS-EET
Fulsom,Фулсом,,BG1RUS-EET
Funguswood,древесный гриб,,BG2EE-russian
Funnard,Фуннард,,BG2EE-russian
Funrault,Фанраулт,,BG2EE-russian
Furlwing,Связанокрылая,,BG1RUS-EET
Furnbottom,Бронезад,,BG2EE-russian
Furnelaine,Фурнелайн,,BG1RUS-EET
Furnellbol,Фурнеллбол,,BG1RUS-EET
Furret,Фуррет,,BG1RUS-EET
Fynne,Финн,,iwd2_rus
Fyrra,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@581; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@582; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@583; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@587; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@589; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@1654; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@163; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@165; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@167; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@168; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@170; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@172; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@174; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@175; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@176; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@178; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@179; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#minsc.tra@180,NP:BG1NPC
Fyrus,Файрус,,BG2EE-russian
G'axir,Г'аксир,,IWDEE-russian
Gaden,Гаден,,BG2EE-russian
Gadu,Гаду,,iwd2_rus
Gaelan,Гаэлан,,BG2EE-russian
Gaerdal,Гэрдал,,iwd2_rus
Gaernat,Гаэрнат,,iwd2_rus
Gahan,Гаан,,BG2EE-russian
Galad,Галад,,sod_rus
Galador,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#imoen.tra@543,NP:BG1NPC
Galahynne,Галахинн,,BG1RUS-EET
Galan,Галан,,BG1RUS-EET
Galdor,Галдор,,BG1RUS-EET
Galenwood,Галенвуд,,BG2EE-russian
Galia,Галия,,BG2EE-russian
Galileus,Галилеус,,BG1RUS-EET
Galken,Галкен,,BG1RUS-EET
Galkin,Галкен,,iwd2_rus
Gallaway,Галлавей,,iwd2_rus
Gallchobhair,Галлчобхейр,,BG1RUS-EET
Gallor,Галлор,,BG1RUS-EET
Gallus,Галлус,,BG1RUS-EET
Galoombethshe,Галумбетше,,iwd2_rus
Galoomp,Галумп,,BG2EE-russian
Galteran,Гальтеран,,BG1RUS-EET
Galtok,Галток,,BG1RUS-EET
Galvarey,Галварей,,BG2EE-russian
Galvena,Гальвена,,BG2EE-russian
Gamaz,Гамаз,,BG1RUS-EET
Gambiton,Гамбитон,,BG2EE-russian
Gammock,Гаммока,,iwd2_rus
Gandel,Гандель,,BG2EE-russian
Gandolar,Гандолар,,BG1RUS-EET
Gandy,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#moint.tra@88,NP:BG1NPC
Gantolandan,Гантоландан,,BG1RUS-EET
Garachen,Гарачен,,sod_rus
Garagos,Гарагос,,sod_rus
Garan,Гаран,,BG1RUS-EET
Garaq,Гарак,,BG1RUS-EET
Garclax,Гарклакс,,BG1RUS-EET
Gardnerson,Гарднерсон,,sod_rus
Gardnersonson,Гарднерсонсон,,sod_rus
Gardush,Гардуш,,BG1RUS-EET
Garfunkle,Гарфункель,,BG2EE-russian
Garglish,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@111; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@112; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@113,NP:BG1NPC
Garh,Гарх,,BG2EE-russian
Gark,Гарк,,iwd2_rus
Garl,Гарл,,BG1RUS-EET
Garlena,Гарлена,,BG2EE-russian
Garock,Гарок,,BG2EE-russian
Garoll,Гароль,,BG2EE-russian
Garou,Гару,,BG1RUS-EET
Garradun,Гаррадун,,iwd2_rus
Garren,Гаррен,,BG2EE-russian
Garrick,Гаррик,,BG1RUS-EET
Garrold,Гаррольд,,sod_rus
Garrus,Гаррус,,sod_rus
Garst,Гарст,,BG1RUS-EET
Garuk,Гарук,,BG2EE-russian
Gatchounkemin,Гатчункемин,,BG2EE-russian
Gatewarden,Смотритель Врат,,BG1RUS-EET
Gath,Гат,,sod_rus
Gauros,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@436,NP:BG1NPC
Gauth,гаут,,sod_rus
Gavid,Гавид,,BG2EE-russian
Gaxx,Гаксс,,BG2EE-russian
Gazib,Газиб,,BG1RUS-EET
Gazmithin,Газмитин,,BG2EE-russian
Gaznak,Газнак,,iwd2_rus
Gazz,Газз,,BG2EE-russian
Geddarm,Геддарм,,BG1RUS-EET
Geddian,Геддиан,,iwd2_rus
Geddrin,Геддрин,,BG2EE-russian
Gedlee,Гедли,,iwd2_rus
Geelo,Джило,,iwd2_rus
Geithman,Гейтман,,iwd2_rus
Gelarith,Геларит,,iwd2_rus
Geld,Гельд,,BG2EE-russian
Geldencross,Гельденкросс,,iwd2_rus
Geldorf,Гелдорф,,BG2EE-russian
Gellal,Геллал,,BG2EE-russian
Gellana,Геллана,,BG1RUS-EET
Geloise,Гелоиза,,iwd2_rus
Geltik,Гелтик,,BG1RUS-EET
Gelugon,гелугон,,BG2EE-russian
Gemblade,Самоцветное лезвие,,sod_rus
Genek,Генек,,iwd2_rus
Genesi,генаси,,iwd2_rus
Genie,джинни,,BG2EE-russian
Genthore,Гентор,,BG1RUS-EET
Gentrus,Гентрус,,sod_rus
Gerbash,Гербаш,,iwd2_rus
Gerde,Герд,,BG1RUS-EET
Gereth,Герет,,BG2EE-russian
Gerg,Герг,,BG2EE-russian
Gergas,Гергас,,BG2EE-russian
Gerrold,Геррольд,,BG2EE-russian
Gerth,Герт,,iwd2_rus
Gertie,Герти,,BG2EE-russian
Gervisse,Гервисс,,BG1RUS-EET
Gesen,Гезен,,BG2EE-russian
Geshtemachin,Гештемачин,,BG2EE-russian
Gethras,Гетрас,,BG2EE-russian
Gethres,Гетрас,,iwd2_rus
Gevalenties,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ict3.tra@404; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xaint.tra@42,NP:BG1NPC
Gezunteitimin,Гезунтейтимин,,BG2EE-russian
Gezzthemin,Геззтемин,,BG2EE-russian
Ghallus,Галлус,,BG2EE-russian
Ghardumn,Гардумн,,iwd2_rus
Ghast,вурдалак,,BG1RUS-EET
Ghastkill,Гасткилл,,BG1RUS-EET
Ghaun,Гаун,,iwd2_rus
Ghaunadaur,Гонадор,,BG2EE-russian
Ghel,Гел,,sod_rus
Gheldehar,Гелдехар,,BG1RUS-EET
Ghell,Гелл,,BG2EE-russian
Ghereg,Герег,,iwd2_rus
Ghille,Гилле,,iwd2_rus
Ghlouralk,Глоуралк,,BG1RUS-EET
Ghorak,Горак,,BG1RUS-EET
Ghostdreamers,Призрачные сновидцы,,sod_rus
Ghostrant,Гострант,,sod_rus
Ghotrag,Гхотраг,,iwd2_rus
Ghrenoir,Гренуар,,iwd2_rus
Giantkiller,Убийца Великанов,,BG1RUS-EET
Gibberling,гибберлинг,,BG1RUS-EET
Giddial,Гиддиал,,sod_rus
Gifos,Гифос,,iwd2_rus
Gijjal,Гидджал,,BG2EE-russian
Gil'meh,Гиль'мех,,BG1RUS-EET
Gillish,Гиллиш,,BG2EE-russian
Giltham,Гильтам,,BG2EE-russian
Ginafae,Джинафей,,iwd2_rus
Ginia,Джиния,,BG2EE-russian
Giran,Джиран,,BG2EE-russian
Gisella,Гизелла,,BG1RUS-EET
Gish,Гиш,,BG2EE-russian
Gith,гит,,BG2EE-russian
Githyanki,гитиянки,,BG2EE-russian
Glabrezu,Глабрезу,,BG1RUS-EET
Glaicus,Глаикус,,BG2EE-russian
Glandig,Гландиг,,BG2EE-russian
Glanmarie,Гланмари,,BG1RUS-EET
Glarghl,Гларгхл,,sod_rus
Glayde,Глайд,,BG1RUS-EET
Glimglam,Глимглам,,iwd2_rus
Glinden,Глинден,,BG2EE-russian
Glittergold,Глиттерголд,,BG1RUS-EET
Gloomfrost,Ледник Мрака,,iwd2_rus
Gnarg,Гнарг,,sod_rus
Gnarl,Гнарл,,BG1RUS-EET
Gnoll,гнолл,,BG1RUS-EET
Godsbane,Погибель Богов,,sod_rus
Godspawn,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@908,NP:BG1NPC
Godswar,Война Богов,,BG2EE-russian
Gofus,Гофус,,BG2EE-russian
Gohar,Гохар,,iwd2_rus
Gohji,Гохджи,,iwd2_rus
Gohoin,Гохойн,,iwd2_rus
Goldander,Голдандер,,BG2EE-russian
Goldbuckler,Златощит,,sod_rus
Goldenhand,Златорукий,,BG2EE-russian
Goldenspires,Золотые Шпили,,IWDEE-russian
Goldstone,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@2504; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@2509,NP:BG1NPC
Golin,Голин,,BG1RUS-EET
Golodon,Голодон,,BG1RUS-EET
Golt,Голт,,sod_rus
Gomph,Гомф,,BG2EE-russian
Gond,Гонд,,BG1RUS-EET
Gondegal,Гондегал,,BG1RUS-EET
Gont,Гонт,,BG2EE-russian
Goobar,Губар,,BG2EE-russian
Goodtree,Гудтри,,sod_rus
Gooseberries,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#khalid.tra@111,NP:BG1NPC
Goozlemin,Гузлемин,,BG2EE-russian
Gorch,Горч,,BG1RUS-EET
Gord,Горд,,BG1RUS-EET
Gorf,Горф,,BG1RUS-EET
Gorg,Горг,,iwd2_rus
Gorion,Горайон,,BG1RUS-EET
Gorje,Гордж,,BG2EE-russian
Gorkale,Горкейл,,BG2EE-russian
Gorm,Горм,,BG1RUS-EET
Gorpel,Горпел,,BG1RUS-EET
Gorris,Горрис,,IWDEE-russian
Gorvin,Горвин,,BG2EE-russian
Gos'l,гос'л,язык дроу,BG2EE-russian
Goshan,Гошан,,BG2EE-russian
Gothog,Готог,,iwd2_rus
Gothoz,Ур-Готоз,,BG1RUS-EET
Gotom,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantislts_pr.tra@388; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantislts_pr.tra@449; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantislts_pr.tra@450; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@3945,NP:BG1NPC
Gottcha,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@2027,NP:BG1NPC
Goublika,Гоблика,,iwd2_rus
Goxxa,Гоксса,,BG2EE-russian
Gracele,Грейсель,,BG2EE-russian
Gracen,Грейсен,,BG2EE-russian
Gracien,Грасиен,,BG2EE-russian
Gracklstugh,Граклстуг,,iwd2_rus
Grae,Грай,,BG2EE-russian
Grael,Граэль,,BG1RUS-EET
Gragus,Грагус,,BG2EE-russian
Gralen,Грейлен,,BG2EE-russian
Gramm,Грэмм,,BG2EE-russian
Gramorn,Граморн,,sod_rus
Grampop,Грэмпоп,,sod_rus
Grancor,Гранкор,,BG2EE-russian
Granz,Гранц,,sod_rus
Grargar,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@112,NP:BG1NPC
Gratin,Грейтин,,BG2EE-russian
Gravis,Грейвис,,BG2EE-russian
Graybrook,Грейбрук,,BG2EE-russian
Graye,Грай,,iwd2_rus
Greataxe,двуручный топор,,iwd2_rus
Greatgas,Грейтгас,,sod_rus
Greatsword,двуручный меч,,iwd2_rus
Greenaxe,Зелёный Топор,,IWDEE-russian
Greenstone,зеленчак,,BG1RUS-EET
Gren,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kiint.tra@85,NP:BG1NPC
Grenthal,Грентал,,BG1RUS-EET
Greshal,Грешал,,BG2EE-russian
Gretek,Гретек,,BG1RUS-EET
Greycart,Грейкарт,,BG1RUS-EET
Greycloack,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@202; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@245,NP:BG1NPC
Greycloak,Серый Плащ,,BG1RUS-EET
Greyhome,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@198; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@201,NP:BG1NPC
Greymantle,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#shrom.tra@343; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#shrom.tra@344,NP:BG1NPC
Greywolf,Грейвульф,,BG1RUS-EET
Griel,Грил,,BG1RUS-EET
Grimgor,Гримгор,,sod_rus
Grimwarder,Мрачный страж,,BG2EE-russian
Grisella,Гризелла,,iwd2_rus
Grishum,Гришум,,iwd2_rus
Gristor,Гристор,,BG2EE-russian
Gromnir,Громнир,,BG2EE-russian
Gron,Грон,,iwd2_rus
Groncaner,Гронканер,,BG2EE-russian
Groos,Грус,,BG2EE-russian
Grophinet,Грофинет,,BG2EE-russian
Grossey,Гросси,,iwd2_rus
Grubash,Грубаш,,BG2EE-russian
Grubdoubler,Грубдублер,,sod_rus
Grubs,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaheira.tra@12,NP:BG1NPC
Grum,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#chop.tra@9,NP:BG1NPC
Grumpier,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@2286,NP:BG1NPC
Grundwall,Грандволл,,iwd2_rus
Gruumsh,Груумш,,sod_rus
Guello,Гвелло,,iwd2_rus
Guenhwyvar,Гвенвивар,,BG2EE-russian
Guktok,Гакток,,iwd2_rus
Gullykin,Галликин,,BG1RUS-EET
Gummo,Гуммо,,BG2EE-russian
Gumph,Гамф,,iwd2_rus
Gurgen,Гурген,,BG2EE-russian
Gurgh,Гург,,BG2EE-russian
Gurgle,Гургл,,sod_rus
Guril,гурил,,BG2EE-russian
Gurke,Гурке,,BG1RUS-EET
Gurn,Гурн,,BG1RUS-EET
Guthewulfe,Гютвульф,,iwd2_rus
Guthma,Гутма,,iwd2_rus
Gvidon,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@1590,NP:BG1NPC
Gwera,Гуэра,,BG2EE-russian
Gwin,Гвин,,BG2EE-russian
Gwist,Гвист,,BG1RUS-EET
Gyllian,Гиллиан,,BG1RUS-EET
H'Catha,Х'Ката,,sod_rus
HaVaran,ГаВаран,,BG2EE-russian
Haalp,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyint.tra@1002,NP:BG1NPC
Hackman,Мясорубка,,BG2EE-russian
Hackum,Хакум,,BG1RUS-EET
Had'st,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@1829,NP:BG1NPC
Hadbruki,Хадбруки,,iwd2_rus
Hadst,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#khalid.tra@61,NP:BG1NPC
Hadya,Хадия,,iwd2_rus
Haegan,Хаган,,BG2EE-russian
Haela,Хаэла,,sod_rus
